Time,Name,engName,pctChg,in_flow,super_in_flow,big_in_flow,mid_in_flow,sml_in_flow,mktCap
2025-06-03 11:48:00,6616.0,GLOBAL NEW MAT,1.27,4.33,1.31,1.48,0.46,1.08,5.0
2025-06-03 11:46:00,2465.0,LOPAL TECH,14.9,4.02,5.31,-4.02,1.0,1.73,4.0
2025-06-03 11:45:00,1951.0,JXR,3.28,3.89,1.5,-0.67,0.75,2.31,8.0
2025-06-03 11:45:00,2410.0,TYK MEDICINES-B,-5.95,3.88,2.16,0.58,0.77,0.38,9.0
2025-06-03 11:45:00,200.0,MELCO INT'L DEV,0.61,3.46,1.38,1.04,0.08,0.97,8.0
2025-06-03 11:45:00,2157.0,LEPU BIO-B,2.66,3.28,1.44,1.07,0.62,0.14,8.0
2025-06-03 11:47:00,2158.0,YIDU TECH,3.01,2.76,-1.51,0.98,2.09,1.2,6.0
2025-06-03 11:47:00,2256.0,ABBISKO-B,0.42,2.52,0.0,1.08,0.91,0.54,6.0
2025-06-03 11:49:00,2489.0,PERSISTENCE RES,6.43,2.48,0.0,0.78,0.8,0.9,4.0
2025-06-03 11:49:00,314.0,SIPAI HEALTH,5.39,2.46,2.17,-0.16,0.06,0.39,3.0
2025-06-03 11:46:00,1672.0,ASCLETIS-B,1.25,2.43,0.0,0.0,-0.95,3.38,8.0
2025-06-03 11:45:00,1310.0,HKBN,0.4,2.33,0.0,1.3,0.0,1.02,7.0
2025-06-03 11:49:00,9922.0,JIUMAOJIU,3.43,2.32,0.0,0.76,0.63,0.93,3.0
2025-06-03 11:50:00,1815.0,EVEREST GOLD,2.21,2.23,1.42,1.15,-0.72,0.37,3.0
2025-06-03 11:46:00,751.0,SKYWORTH GROUP,-0.32,2.2,1.02,0.41,0.72,0.04,7.0
2025-06-03 11:46:00,517.0,COSCO SHIP INTL,1.83,2.17,0.0,1.5,0.4,0.27,7.0
2025-06-03 11:46:00,6608.0,BAIRONG-W,0.0,2.13,1.51,0.51,-0.2,0.3,4.0
2025-06-03 11:47:00,308.0,CHINA TRAVEL HK,1.96,2.1,0.95,0.95,0.05,0.14,6.0
2025-06-03 11:49:00,370.0,CHINA BEST,5.92,2.03,0.0,0.32,1.33,0.38,4.0
2025-06-03 11:46:00,2285.0,CHERVON,3.21,1.98,0.0,0.23,0.88,0.87,7.0
2025-06-03 11:49:00,6601.0,CHEERWIN GP,2.1,1.97,0.49,0.9,-0.58,1.15,4.0
2025-06-03 11:48:00,1126.0,DREAM INT'L,0.84,1.9,1.21,0.24,0.13,0.33,4.0
2025-06-03 11:50:00,2309.0,ZO FUTURE GROUP,-10.07,1.76,0.1,0.07,0.64,0.95,2.0
2025-06-03 11:50:00,3788.0,CHINA HANKING,10.53,1.74,0.29,0.02,0.65,0.78,3.0
2025-06-03 11:45:00,2233.0,WESTCHINACEMENT,0.71,1.72,0.0,0.81,0.89,0.02,8.0
2025-06-03 11:51:00,2411.0,PAGODA GP,-3.0,1.56,-1.4,0.64,1.69,0.64,3.0
2025-06-03 11:47:00,116.0,CHOW SANG SANG,2.42,1.51,0.58,0.28,0.07,0.58,5.0
2025-06-03 11:51:00,2429.0,UBOX ONLINE,4.93,1.51,0.9,0.54,0.08,-0.01,2.0
2025-06-03 11:48:00,581.0,CHINA ORIENTAL,-2.9,1.47,1.8,-0.2,0.16,-0.29,5.0
2025-06-03 11:52:00,2360.0,BEST MART 360,-1.81,1.46,0.73,0.19,0.21,0.32,2.0
2025-06-03 11:47:00,9860.0,ADICON HOLDINGS,5.37,1.45,0.39,0.21,0.54,0.31,5.0
2025-06-03 11:51:00,1981.0,CATHAY GP HLDGS,-1.46,1.44,1.49,0.0,0.0,-0.05,2.0
2025-06-03 11:48:00,1763.0,CIRC,-0.15,1.38,0.0,0.84,0.21,0.33,4.0
2025-06-03 11:47:00,119.0,POLY PROPERTY,2.16,1.37,0.0,1.13,0.19,0.05,5.0
2025-06-03 11:47:00,2490.0,LC LOGISTICS,1.73,1.32,0.24,0.24,0.42,0.42,5.0
2025-06-03 11:47:00,9879.0,MIGAO GROUP,2.05,1.28,0.41,0.37,0.2,0.31,5.0
2025-06-03 11:49:00,85.0,CE HUADA TECH,2.84,1.26,0.68,0.5,-0.09,0.17,3.0
2025-06-03 11:48:00,2469.0,FENBI,0.93,1.25,0.0,-0.02,0.71,0.57,5.0
2025-06-03 11:46:00,2225.0,JINHAI MED TECH,0.77,1.25,1.28,0.0,0.0,-0.03,7.0
2025-06-03 11:47:00,1516.0,SUNAC SERVICES,1.83,1.24,0.0,0.53,0.29,0.43,5.0
2025-06-03 11:45:00,1440.0,STAR SHINE HLDG,3.23,1.23,0.3,0.0,0.58,0.35,8.0
2025-06-03 11:48:00,799.0,IGG,2.02,1.16,0.0,0.51,0.42,0.22,4.0
2025-06-03 11:46:00,1052.0,YUEXIUTRANSPORT,1.4,1.14,0.0,0.0,0.63,0.51,6.0
2025-06-03 11:47:00,3709.0,EEKA FASHION,0.0,1.05,0.68,0.0,-0.27,0.64,6.0
2025-06-03 11:46:00,1773.0,TIANLI INT HLDG,2.47,1.01,0.0,0.74,-0.11,0.37,8.0
2025-06-03 11:46:00,819.0,TIANNENG POWER,1.52,0.96,-1.31,1.19,0.58,0.51,7.0
2025-06-03 11:53:00,9986.0,DASHAN EDU,0.0,0.8,0.62,0.17,0.0,0.01,1.0
2025-06-03 11:50:00,752.0,PICO FAR EAST,2.39,0.75,0.27,0.21,-0.02,0.28,3.0
2025-06-03 11:48:00,2561.0,VISEN PHARMA-B,6.85,0.74,0.0,0.15,0.39,0.2,5.0
2025-06-03 11:50:00,6996.0,ANTENGENE-B,1.47,0.74,0.44,0.16,0.49,-0.35,3.0
2025-06-03 11:46:00,1666.0,TONG REN TANG,0.6,0.71,0.0,0.28,0.63,-0.21,6.0
2025-06-03 11:48:00,341.0,CAFE DE CORAL H,0.58,0.68,0.28,0.1,0.25,0.06,4.0
2025-06-03 11:48:00,6660.0,AIM VACCINE,2.96,0.65,0.0,0.24,0.19,0.23,5.0
2025-06-03 11:52:00,50.0,HK FERRY (HOLD),1.42,0.64,0.21,0.26,0.12,0.05,2.0
2025-06-03 11:45:00,2155.0,MORIMATSU INTL,0.33,0.61,0.36,0.44,-1.12,0.93,7.0
2025-06-03 11:53:00,9936.0,XIMEI RESOURCES,0.0,0.61,0.0,0.16,0.26,0.18,1.0
2025-06-03 11:52:00,2511.0,HIGHTIDE-B,8.9,0.6,0.0,0.44,0.19,-0.03,1.0
2025-06-03 11:47:00,373.0,ALLIED GROUP,0.0,0.6,0.66,0.0,-0.06,-0.01,6.0
2025-06-03 11:48:00,861.0,DC HOLDINGS,1.58,0.58,0.0,0.74,-0.42,0.26,5.0
2025-06-03 11:49:00,1263.0,PC PARTNER,0.0,0.55,1.04,0.0,-0.63,0.14,3.0
2025-06-03 11:47:00,2342.0,COMBA,1.28,0.5,0.0,0.0,0.52,-0.02,5.0
2025-06-03 11:46:00,2522.0,RIMAG GROUP,0.94,0.48,0.38,0.37,-0.1,-0.17,6.0
2025-06-03 11:47:00,1969.0,CHINA CHUNLAI,0.24,0.48,0.62,-0.07,-0.17,0.09,5.0
2025-06-03 11:48:00,6831.0,GREEN TEA GROUP,0.34,0.46,0.0,0.16,0.37,-0.06,4.0
2025-06-03 11:50:00,806.0,VALUE PARTNERS,2.88,0.44,0.0,0.14,0.0,0.29,3.0
2025-06-03 11:47:00,9979.0,GREENTOWN MGMT,1.87,0.43,0.3,-0.02,-0.01,0.15,5.0
2025-06-03 11:51:00,2161.0,JBM HEALTHCARE,2.02,0.42,0.0,0.0,0.1,0.32,2.0
2025-06-03 11:56:00,1856.0,ERNEST BOREL,0.0,0.41,0.27,0.0,0.05,0.09,0.0
2025-06-03 11:51:00,1911.0,CR HOLDINGS,2.82,0.41,0.0,0.11,0.08,0.21,2.0
2025-06-03 11:48:00,1576.0,QILU EXPRESSWAY,1.0,0.4,0.4,0.0,0.0,0.0,4.0
2025-06-03 11:54:00,2407.0,GAUSH MEDITECH,0.5,0.38,0.38,0.0,0.0,0.0,1.0
